City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Suntar,62.1444,117.6319,36.72,78,100,12.93,RU,2022-04-14 03:31:19
297,Mingaora,34.7758,72.3625,75.92,30,99,3.47,PK,2022-04-14 03:31:19
298,San Cristobal,7.7669,-72.225,73.58,70,99,1.63,VE,2022-04-14 03:28:10
299,Kampot,10.6167,104.1833,87.85,58,58,6.62,KH,2022-04-14 03:31:20
300,Boguchany,58.3814,97.4531,41.36,64,100,12.66,RU,2022-04-14 03:31:20
301,Provideniya,64.3833,-173.3,32.36,86,100,11.18,RU,2022-04-14 03:31:20
302,Mar Del Plata,-38.0023,-57.5575,59.88,71,0,7.0,AR,2022-04-14 03:30:06
303,Fairbanks,64.8378,-147.7164,44.56,41,75,0.0,US,2022-04-14 03:31:21
304,Belmonte,-15.8631,-38.8828,77.27,85,13,6.06,BR,2022-04-14 03:31:21
305,Kavaratti,10.5669,72.642,80.2,80,100,15.26,IN,2022-04-14 03:31:22
306,Tete,-16.1564,33.5867,71.69,100,20,0.0,MZ,2022-04-14 03:31:22
307,Burnie,-41.0667,145.9167,65.91,65,100,8.05,AU,2022-04-14 03:31:22
308,Yar-Sale,66.8333,70.8333,33.64,100,100,9.01,RU,2022-04-14 03:31:23
309,Nerchinskiy Zavod,51.3088,119.61,42.26,28,34,11.5,RU,2022-04-14 03:31:23
310,Banda Aceh,5.5577,95.3222,86.2,67,98,8.23,ID,2022-04-14 03:31:23
311,Shitanjing,39.2342,106.3439,50.47,24,100,11.07,CN,2022-04-14 03:31:24
312,Tiznit,29.5833,-9.5,57.09,75,1,1.23,MA,2022-04-14 03:31:24
313,Miles City,46.4083,-105.8406,18.57,79,100,32.21,US,2022-04-14 03:31:24
314,Airai,-8.9266,125.4092,71.96,71,100,1.05,TL,2022-04-14 03:31:25
315,Uarini,-2.99,-65.1083,74.1,97,100,1.74,BR,2022-04-14 03:31:25
316,Northam,51.0333,-4.2167,49.6,97,50,4.56,GB,2022-04-14 03:31:26
317,Yermekeyevo,54.0761,53.6712,50.29,86,22,9.69,RU,2022-04-14 03:31:26
318,Yumen,40.2833,97.2,56.89,5,97,8.72,CN,2022-04-14 03:31:27
319,Magnor,59.9511,12.1996,37.22,97,100,3.65,SE,2022-04-14 03:31:27
320,Andijon,40.7821,72.3442,70.88,39,35,6.91,UZ,2022-04-14 03:31:28
321,Pisco,-13.7,-76.2167,65.01,82,0,1.14,PE,2022-04-14 03:29:42
322,Msanga,-6.05,36.0333,62.82,95,82,2.95,TZ,2022-04-14 03:32:28
323,Eyl,7.9803,49.8164,83.68,68,87,5.75,SO,2022-04-14 03:32:29
324,Tyrma,50.0833,132.1667,34.99,52,99,13.22,RU,2022-04-14 03:32:29
325,Gat,31.61,34.7642,54.39,66,2,4.05,IL,2022-04-14 03:30:04
326,Wamba,8.9333,8.6,75.47,84,98,1.5,NG,2022-04-14 03:32:30
327,Cafarnaum,-11.6936,-41.4683,74.23,60,66,3.56,BR,2022-04-14 03:32:31
328,Rio Gallegos,-51.6226,-69.2181,51.85,62,0,8.05,AR,2022-04-14 03:32:31
329,Adiake,5.2863,-3.304,77.72,88,90,6.62,CI,2022-04-14 03:32:31
330,Bilma,18.6853,12.9164,82.15,9,75,8.48,NE,2022-04-14 03:32:32
331,Niquelandia,-14.4739,-48.4597,72.95,82,74,1.52,BR,2022-04-14 03:32:32
332,Ixtapa,20.7,-105.2,74.43,83,40,8.05,MX,2022-04-14 03:30:28
333,Egvekinot,66.3167,-179.1667,18.45,93,100,10.98,RU,2022-04-14 03:32:32
334,Pokhara,28.2333,83.9833,87.78,22,0,4.05,NP,2022-04-14 03:32:33
335,Coquimbo,-29.9533,-71.3436,55.13,94,100,5.75,CL,2022-04-14 03:32:33
336,Severo-Kurilsk,50.6789,156.125,30.76,72,91,27.27,RU,2022-04-14 03:32:34
337,Guane,22.2025,-84.0875,73.99,93,1,5.3,CU,2022-04-14 03:32:34
338,Kodinar,20.7903,70.7031,88.02,43,0,11.39,IN,2022-04-14 03:32:34
339,Ormara,25.2088,64.6357,80.02,74,0,5.41,PK,2022-04-14 03:32:35
340,Pocone,-16.2567,-56.6228,74.75,88,5,5.21,BR,2022-04-14 03:32:35
341,Richards Bay,-28.783,32.0377,67.51,83,1,5.19,ZA,2022-04-14 03:32:36
342,Mackay,-21.15,149.2,82.38,65,58,17.27,AU,2022-04-14 03:30:13
343,Yerbogachen,61.2767,108.0108,33.84,97,100,15.01,RU,2022-04-14 03:32:36
344,Zheleznodorozhnyy,55.7503,38.0042,36.14,80,79,11.72,RU,2022-04-14 03:32:37
345,Rawson,-43.3002,-65.1023,59.9,44,3,6.73,AR,2022-04-14 03:29:42
346,Jaque,7.5175,-78.1703,78.96,87,100,2.46,PA,2022-04-14 03:32:37
347,Isangel,-19.55,169.2667,87.91,66,40,4.61,VU,2022-04-14 03:32:38
348,Santiago,-33.4569,-70.6483,70.99,40,0,2.3,CL,2022-04-14 03:32:09
349,Daoukro,7.0591,-3.9631,72.55,97,88,3.4,CI,2022-04-14 03:32:38
350,Mollendo,-17.0231,-72.0147,65.43,85,63,8.23,PE,2022-04-14 03:32:39
351,Jardim,-21.4803,-56.1381,70.41,98,100,4.61,BR,2022-04-14 03:32:39
352,Odweyne,9.4092,45.064,72.48,69,48,11.65,SO,2022-04-14 03:32:40
353,Kazachinskoye,57.6953,93.2761,42.66,51,41,7.47,RU,2022-04-14 03:32:40
354,Ankang,32.68,109.0172,61.21,41,100,10.36,CN,2022-04-14 03:32:40
355,Pundaguitan,6.3711,126.1689,83.59,66,98,3.71,PH,2022-04-14 03:32:41
356,Andapa,-14.65,49.65,68.41,96,33,2.1,MG,2022-04-14 03:32:41
357,Qaqortoq,60.7167,-46.0333,34.2,66,96,4.0,GL,2022-04-14 03:32:42
358,Kovdor,67.5662,30.4758,28.81,96,100,2.13,RU,2022-04-14 03:32:42
359,Tsumeb,-19.2333,17.7167,63.21,67,78,1.45,NA,2022-04-14 03:32:42
360,Cayenne,4.9333,-52.3333,81.09,1,75,9.22,GF,2022-04-14 03:30:05
361,Fort Saint James,54.4333,-124.25,21.51,65,92,7.52,CA,2022-04-14 03:32:43
362,Dole,47.0833,5.5,51.49,100,83,2.3,FR,2022-04-14 03:32:43
363,Rorvik,64.8621,11.2373,38.16,74,11,7.14,NO,2022-04-14 03:32:44
364,Sangar,63.9242,127.4739,27.39,94,100,15.05,RU,2022-04-14 03:32:44
365,Aswan,24.0934,32.907,65.5,29,0,6.91,EG,2022-04-14 03:32:45
366,Miraflores,19.2167,-98.8083,72.25,38,100,2.06,MX,2022-04-14 03:32:46
367,Nabire,-3.3667,135.4833,84.6,74,55,3.13,ID,2022-04-14 03:31:28
368,Nyrob,60.733,56.7202,36.09,100,100,3.31,RU,2022-04-14 03:33:46
369,Haimen,23.1935,116.6142,78.69,55,0,8.9,CN,2022-04-14 03:33:47
370,Merauke,-8.4667,140.3333,84.72,73,94,10.33,ID,2022-04-14 03:33:47
371,Sitka,57.0531,-135.33,42.69,19,0,8.05,US,2022-04-14 03:33:47
372,Logansport,40.7545,-86.3567,61.56,51,100,8.05,US,2022-04-14 03:33:48
373,Progreso,21.2833,-89.6667,86.11,64,56,15.64,MX,2022-04-14 03:33:48
374,Grindavik,63.8424,-22.4338,46.87,87,100,28.77,IS,2022-04-14 03:33:49
375,La Ronge,55.1001,-105.2842,21.45,58,100,12.66,CA,2022-04-14 03:30:13
376,Te Anau,-45.4167,167.7167,62.24,54,23,0.76,NZ,2022-04-14 03:33:49
377,San Jeronimo,-11.9472,-75.2829,47.03,85,89,2.68,PE,2022-04-14 03:33:49
378,Longyan,25.1072,117.0225,79.81,55,60,1.32,CN,2022-04-14 03:33:50
379,Komsomolskiy,40.4272,71.7189,70.52,43,5,2.3,UZ,2022-04-14 03:33:50
380,San Juan,-31.5375,-68.5364,65.55,43,9,7.63,AR,2022-04-14 03:33:51
381,Longyearbyen,78.2186,15.6401,17.44,73,75,5.75,SJ,2022-04-14 03:32:17
382,Batagay,67.6333,134.6333,22.96,79,100,4.76,RU,2022-04-14 03:33:51
383,Washington,47.5001,-120.5015,37.8,77,100,3.6,US,2022-04-14 03:30:13
384,Batavia,41.85,-88.3126,44.92,87,100,18.41,US,2022-04-14 03:33:52
385,Bor,56.3567,44.0669,40.93,88,100,10.96,RU,2022-04-14 03:33:52
386,Nagahama,35.3833,136.2667,67.98,100,100,1.34,JP,2022-04-14 03:33:53
387,Puerto Del Rosario,28.5004,-13.8627,64.15,68,40,16.11,ES,2022-04-14 03:33:53
388,Kasempa,-13.4584,25.8338,60.94,94,67,4.52,ZM,2022-04-14 03:33:54
389,Necochea,-38.5473,-58.7368,54.32,68,0,6.8,AR,2022-04-14 03:33:54
390,Bull Savanna,17.8868,-77.5902,73.8,85,15,9.33,JM,2022-04-14 03:33:55
391,Tashtagol,52.7657,87.8894,39.99,49,0,14.61,RU,2022-04-14 03:33:55
392,Kralendijk,12.15,-68.2667,78.78,78,20,17.27,BQ,2022-04-14 03:33:56
393,Obo,5.3998,26.4869,69.82,85,100,3.74,CF,2022-04-14 03:33:56
394,Bolshaya Glushitsa,50.2406,43.5908,41.27,88,100,12.97,RU,2022-04-14 03:33:56
395,Uzhur,55.3036,89.8339,41.92,28,5,17.16,RU,2022-04-14 03:33:57
396,Bojnurd,37.4747,57.329,57.15,62,20,4.61,IR,2022-04-14 03:33:57
397,Los Llanos De Aridane,28.6585,-17.9182,60.55,92,75,18.41,ES,2022-04-14 03:33:57
398,Kankon,15.0167,74.0167,85.8,71,100,7.0,IN,2022-04-14 03:33:58
399,Limoux,42.9167,2.1667,48.7,90,51,4.32,FR,2022-04-14 03:33:58
400,Wuchi,29.3786,103.023,50.76,98,100,2.95,CN,2022-04-14 03:33:59
401,Novouzensk,50.4592,48.1431,43.7,76,96,12.55,RU,2022-04-14 03:33:59
402,Cabo San Lucas,22.8909,-109.9124,73.62,55,43,9.71,MX,2022-04-14 03:31:05
403,Esperance,-33.8667,121.9,66.04,75,98,13.53,AU,2022-04-14 03:34:00
404,Ilulissat,69.2167,-51.1,0.07,99,100,2.95,GL,2022-04-14 03:34:00
405,Palencia,42.4167,-4.5,42.8,88,0,6.91,ES,2022-04-14 03:34:01
406,Pouebo,-20.4,164.5667,80.24,72,22,4.99,NC,2022-04-14 03:34:01
407,Kathmandu,27.7167,85.3167,73.62,68,20,2.3,NP,2022-04-14 03:32:57
408,Vao,-22.6667,167.4833,76.78,69,15,7.52,NC,2022-04-14 03:34:01
409,Zinder,13.8072,8.9881,84.16,24,59,7.0,NE,2022-04-14 03:34:02
410,Kirakira,-10.4544,161.9205,84.83,72,16,8.08,SB,2022-04-14 03:34:03
411,Port Angeles,48.1181,-123.4307,46.2,68,75,3.44,US,2022-04-14 03:35:03
412,Huilong,31.8111,121.655,57.92,90,96,16.42,CN,2022-04-14 03:35:04
413,Santa Maria Do Suacui,-18.1903,-42.4142,68.76,95,52,2.44,BR,2022-04-14 03:35:04
414,Lata,40.1629,-8.3327,48.27,98,100,2.35,PT,2022-04-14 03:35:04
415,Bud,39.447,-86.1758,62.55,94,100,13.62,US,2022-04-14 03:35:05
416,Talnakh,69.4865,88.3972,29.21,95,100,9.73,RU,2022-04-14 03:30:55
417,Almoloya,19.7,-98.4,61.09,69,100,3.42,MX,2022-04-14 03:35:06
418,Mumbwa,-14.9783,27.0619,61.2,87,76,4.56,ZM,2022-04-14 03:35:06
419,Benjamin Constant,-4.3831,-70.0311,75.33,98,100,0.18,BR,2022-04-14 03:35:07
420,Vila Velha,-20.3297,-40.2925,80.55,90,0,5.75,BR,2022-04-14 03:35:07
421,Marawi,7.9986,124.2928,78.39,72,97,3.89,PH,2022-04-14 03:35:08
422,Oktyabrskiy,54.4815,53.471,47.66,85,16,4.23,RU,2022-04-14 03:35:08
423,Aljezur,37.3191,-8.8033,52.95,92,68,9.64,PT,2022-04-14 03:35:09
424,Acapulco,16.8634,-99.8901,80.42,78,20,5.75,MX,2022-04-14 03:35:09
425,Guigue,10.0853,-67.7792,73.17,86,36,4.29,VE,2022-04-14 03:35:10
426,Port Augusta,-32.5,137.7667,82.06,22,93,11.54,AU,2022-04-14 03:35:10
427,Canon City,38.441,-105.2424,39.36,23,0,9.22,US,2022-04-14 03:35:10
428,Beyneu,45.3167,55.2,56.14,56,0,11.34,KZ,2022-04-14 03:35:11
429,Pankrushikha,53.8319,80.3406,43.59,37,0,12.62,RU,2022-04-14 03:35:11
430,Algiers,36.7525,3.042,51.62,94,75,5.75,DZ,2022-04-14 03:35:12
431,San Jose,37.3394,-121.895,54.99,55,75,11.5,US,2022-04-14 03:30:14
432,Dulag,10.9525,125.0317,82.98,74,100,5.26,PH,2022-04-14 03:35:13
433,Santander,43.4647,-3.8044,52.47,94,75,1.01,ES,2022-04-14 03:35:13
434,Abu Kamal,34.4506,40.9171,55.02,22,44,4.54,SY,2022-04-14 03:35:14
435,Anapskaya,44.89,37.38,44.83,100,100,24.61,RU,2022-04-14 03:35:14
436,Aginskoye,51.1,114.53,43.23,28,7,13.31,RU,2022-04-14 03:35:15
437,Hualmay,-11.0964,-77.6139,65.91,86,94,8.95,PE,2022-04-14 03:35:15
438,Manta,-0.95,-80.7333,74.98,83,75,0.0,EC,2022-04-14 03:33:24
439,Vernon,50.2581,-119.2691,41.36,32,100,3.44,CA,2022-04-14 03:35:15
440,Carutapera,-1.195,-46.02,76.23,92,99,5.1,BR,2022-04-14 03:35:16
441,Mersing,2.4312,103.8405,85.91,79,20,5.75,MY,2022-04-14 03:35:16
442,Leshukonskoye,64.8989,45.7622,27.77,90,100,10.36,RU,2022-04-14 03:35:17
443,Raudeberg,61.9875,5.1352,38.86,83,6,11.52,NO,2022-04-14 03:35:17
444,Pangnirtung,66.1451,-65.7125,-9.4,94,87,5.12,CA,2022-04-14 03:35:18
445,Singarayakonda,15.25,80.0333,89.42,57,100,8.19,IN,2022-04-14 03:35:18
446,San Patricio,28.017,-97.5169,78.55,92,0,6.42,US,2022-04-14 03:35:18
447,Macheng,31.1783,115.0319,68.59,37,91,6.51,CN,2022-04-14 03:35:19
448,Altea,38.5989,-0.0514,58.3,92,99,8.99,ES,2022-04-14 03:35:19
449,Port Lincoln,-34.7333,135.8667,71.13,65,100,13.62,AU,2022-04-14 03:35:19
450,Veraval,20.9,70.3667,85.48,54,0,12.91,IN,2022-04-14 03:35:20
451,Kahului,20.8947,-156.47,82.42,64,40,20.71,US,2022-04-14 03:32:25
452,Broken Hill,-31.95,141.4333,78.51,19,51,6.91,AU,2022-04-14 03:35:20
453,Victoria,22.2855,114.1577,84.04,68,0,10.0,HK,2022-04-14 03:33:36
454,Mahur,25.1667,93.1167,78.85,62,54,6.73,IN,2022-04-14 03:35:21
455,Mazagao,-0.115,-51.2894,77.05,98,100,3.4,BR,2022-04-14 03:35:21
456,Terbuny,52.1389,38.2789,42.96,86,100,16.82,RU,2022-04-14 03:36:22
457,Xiongzhou,25.1167,114.3,77.29,48,52,6.89,CN,2022-04-14 03:36:22
458,Xuddur,4.1213,43.8894,75.56,80,49,12.37,SO,2022-04-14 03:36:23
459,Haines Junction,60.7522,-137.5108,35.55,23,19,4.61,CA,2022-04-14 03:36:23
460,Kletskaya,49.3145,43.0584,41.65,82,100,15.35,RU,2022-04-14 03:36:23
461,Ponazyrevo,58.3578,46.3142,35.6,89,100,9.44,RU,2022-04-14 03:36:24
462,Ginir,7.1333,40.7,63.19,63,77,3.27,ET,2022-04-14 03:36:24
463,Port Moresby,-9.4431,147.1797,92.62,52,40,11.5,PG,2022-04-14 03:36:24
464,Vardo,70.3705,31.1107,30.09,81,80,5.57,NO,2022-04-14 03:36:25
465,Abu Zabad,12.35,29.25,76.91,17,14,5.99,SD,2022-04-14 03:36:25
466,Coihaique,-45.5752,-72.0662,47.01,87,0,2.3,CL,2022-04-14 03:36:25
467,Beringovskiy,63.05,179.3167,31.71,99,100,10.98,RU,2022-04-14 03:36:26
468,Kungurtug,50.5994,97.5228,24.01,60,73,2.57,RU,2022-04-14 03:36:26
469,Nizwa,22.9333,57.5333,90.63,13,89,0.54,OM,2022-04-14 03:36:26
470,Salinas,36.6777,-121.6555,54.43,70,40,10.36,US,2022-04-14 03:31:31
471,Flin Flon,54.7682,-101.865,20.21,85,100,14.76,CA,2022-04-14 03:36:27
472,Esterhazy,50.65,-102.0843,22.05,94,100,22.17,CA,2022-04-14 03:36:27
473,Iberia,29.9502,-91.7507,73.36,94,100,18.41,US,2022-04-14 03:36:28
474,Kulhudhuffushi,6.6221,73.07,83.19,71,100,4.47,MV,2022-04-14 03:36:28
475,Barabai,-2.5833,115.3833,91.49,57,67,1.3,ID,2022-04-14 03:36:29
476,Tshikapa,-6.4167,20.8,69.73,92,100,2.01,CD,2022-04-14 03:36:29
477,Ust-Ilimsk,58.0006,102.6619,38.55,69,100,14.97,RU,2022-04-14 03:36:29
478,Darnah,32.767,22.6367,56.62,77,98,14.27,LY,2022-04-14 03:36:30
479,Pochutla,15.7432,-96.4661,80.42,74,100,6.17,MX,2022-04-14 03:36:30
480,Carolina,18.3808,-65.9574,78.69,81,40,12.66,PR,2022-04-14 03:36:30
481,Hervey Bay,-25.2986,152.8535,75.02,67,15,10.0,AU,2022-04-14 03:36:31
482,Mamallapuram,12.6264,80.1722,89.65,65,97,9.71,IN,2022-04-14 03:36:31
483,Chkalovsk,56.7647,43.2433,35.15,89,100,15.32,RU,2022-04-14 03:36:31
484,Chifeng,42.2683,118.9636,50.07,27,77,11.45,CN,2022-04-14 03:36:32
485,Mokhsogollokh,61.4681,128.9203,33.55,76,100,7.92,RU,2022-04-14 03:36:32
486,Honiara,-9.4333,159.95,84.67,73,25,5.53,SB,2022-04-14 03:36:33
487,Roanoke Rapids,36.4615,-77.6542,72.18,78,0,11.5,US,2022-04-14 03:36:33
488,Saldana,3.9292,-75.0152,76.03,82,100,1.21,CO,2022-04-14 03:36:33
489,Hofn,64.2539,-15.2082,41.79,92,100,11.23,IS,2022-04-14 03:36:34
490,Pontes E Lacerda,-15.2261,-59.3353,72.09,97,99,1.83,BR,2022-04-14 03:36:34
491,Samarai,-10.6167,150.6667,85.71,70,35,13.8,PG,2022-04-14 03:32:24
492,Launceston,-41.45,147.1667,65.34,66,100,17.27,AU,2022-04-14 03:33:00
493,Bilibino,68.0546,166.4372,26.04,76,100,5.57,RU,2022-04-14 03:36:35
494,Pokaran,26.9167,71.9167,92.12,24,0,10.4,IN,2022-04-14 03:36:35
495,Mount Isa,-20.7333,139.5,92.97,21,5,16.11,AU,2022-04-14 03:36:35
496,Bandar-E Lengeh,26.5579,54.8807,77.11,83,25,4.61,IR,2022-04-14 03:36:36
497,San Carlos,9.6612,-68.5827,79.75,65,72,3.71,VE,2022-04-14 03:36:36
498,Luanda,-8.8368,13.2343,77.0,88,75,5.75,AO,2022-04-14 03:36:37
499,Yaan,7.3833,8.5667,76.01,86,100,10.22,NG,2022-04-14 03:37:37
500,Vostok,46.4856,135.8833,40.48,43,84,9.42,RU,2022-04-14 03:37:37
501,Takaka,-40.85,172.8,60.76,75,55,4.76,NZ,2022-04-14 03:34:11
502,Labrea,-7.2586,-64.7981,74.21,97,100,0.69,BR,2022-04-14 03:37:38
503,Chihuahua,28.5,-106.0,63.43,20,1,0.54,MX,2022-04-14 03:37:38
504,Muzhi,65.3667,64.6667,33.42,100,100,4.85,RU,2022-04-14 03:37:39
505,Pemangkat,1.1667,108.9667,86.07,66,61,5.86,ID,2022-04-14 03:37:39
506,Mangrol,21.1167,70.1167,84.74,55,0,11.45,IN,2022-04-14 03:37:39
507,Ugoofaaru,5.6667,73.0,84.87,71,87,11.41,MV,2022-04-14 03:37:40
508,Ajaccio,42.0,8.9167,44.65,66,0,9.22,FR,2022-04-14 03:37:40
509,Otane,-39.8833,176.6333,63.01,60,1,5.84,NZ,2022-04-14 03:37:40
510,Cochrane,51.1834,-114.4687,19.67,68,100,4.61,CA,2022-04-14 03:36:02
511,Scarborough,54.2797,-0.4044,49.33,86,63,4.99,GB,2022-04-14 03:37:41
512,Dingle,10.9995,122.6711,86.65,64,88,4.16,PH,2022-04-14 03:37:41
513,Borogontsy,62.6683,131.1683,32.04,81,100,8.72,RU,2022-04-14 03:37:42
514,Acarau,-2.8856,-40.12,77.43,87,91,5.91,BR,2022-04-14 03:35:44
515,Saint-Augustin,51.226,-58.6502,24.6,94,61,4.61,CA,2022-04-14 03:37:42
516,Aksarka,66.5606,67.7975,33.82,100,100,5.59,RU,2022-04-14 03:37:43
517,Itarema,-2.9248,-39.9167,76.86,88,87,5.3,BR,2022-04-14 03:37:43
518,Westport,41.1415,-73.3579,63.59,90,100,3.0,US,2022-04-14 03:37:43
519,Tual,-5.6667,132.75,84.0,70,18,3.49,ID,2022-04-14 03:37:44
520,Itaituba,-4.2761,-55.9836,73.85,99,76,1.95,BR,2022-04-14 03:37:44
521,Galle,6.0367,80.217,84.49,71,74,5.35,LK,2022-04-14 03:37:45
522,Dattapur,20.7667,78.1667,99.21,22,99,8.84,IN,2022-04-14 03:37:45
523,Phatthalung,7.5,100.0833,88.48,62,98,3.2,TH,2022-04-14 03:37:45
524,Gravelbourg,49.8834,-106.5512,17.87,93,100,19.73,CA,2022-04-14 03:37:46
525,Toora-Khem,52.4675,96.11,30.99,41,2,3.96,RU,2022-04-14 03:37:46
526,Morondava,-20.2833,44.2833,77.67,74,3,5.68,MG,2022-04-14 03:37:47
527,Pavelets,53.7883,39.246,38.39,91,100,15.9,RU,2022-04-14 03:37:47
528,Kalmunai,7.4167,81.8167,84.34,71,84,5.39,LK,2022-04-14 03:37:48
529,Cururupu,-1.8283,-44.8683,74.79,97,100,1.95,BR,2022-04-14 03:37:48
530,Taoudenni,22.6783,-3.9836,76.14,19,0,9.17,ML,2022-04-14 03:37:48
531,Nampula,-15.1165,39.2666,71.55,94,20,0.0,MZ,2022-04-14 03:37:49
532,Asau,46.4333,26.4,45.52,68,97,3.62,RO,2022-04-14 03:37:49
533,Nizhnyaya Omka,55.4338,74.9426,46.96,56,93,11.43,RU,2022-04-14 03:37:49
534,High Rock,26.6208,-78.2833,75.22,70,96,17.6,BS,2022-04-14 03:37:50
535,Eureka,40.8021,-124.1637,47.35,81,100,8.99,US,2022-04-14 03:37:50
536,Biak,-0.9131,122.8766,83.82,68,93,5.59,ID,2022-04-14 03:37:51
537,Sandpoint,48.2766,-116.5533,35.74,41,0,6.91,US,2022-04-14 03:37:51
538,Porto Novo,6.4965,2.6036,80.42,83,100,4.45,BJ,2022-04-14 03:35:08
539,Davenport,41.5236,-90.5776,37.27,85,20,12.66,US,2022-04-14 03:35:27
540,Chiredzi,-21.05,31.6667,68.59,78,24,2.44,ZW,2022-04-14 03:37:51
541,Rosetown,51.5501,-108.0014,21.18,58,100,10.36,CA,2022-04-14 03:37:52
542,Worland,44.0169,-107.9554,20.89,64,75,8.05,US,2022-04-14 03:37:52
543,Swan River,52.1058,-101.2676,24.69,93,100,21.85,CA,2022-04-14 03:37:53
544,Caconda,-13.7333,15.0667,58.98,95,99,2.15,AO,2022-04-14 03:37:28
545,Okha,53.5739,142.9478,29.7,64,53,12.62,RU,2022-04-14 03:38:54
546,Mlonggo,-6.5333,110.7,85.28,67,9,3.31,ID,2022-04-14 03:38:54
547,Emerald,-23.5333,148.1667,86.34,45,75,8.05,AU,2022-04-14 03:37:07
548,Nuuk,64.1835,-51.7216,25.41,93,100,14.97,GL,2022-04-14 03:38:54
549,Puerto Carreno,6.189,-67.4859,82.87,61,35,2.06,CO,2022-04-14 03:34:11
550,Victoria Point,-27.5833,153.3,78.08,63,36,8.01,AU,2022-04-14 03:38:55
551,Ust-Nera,64.5667,143.2,17.15,78,93,3.71,RU,2022-04-14 03:38:55
552,Bontang,0.1333,117.5,85.73,62,100,6.31,ID,2022-04-14 03:38:56
553,Mumford,5.2618,-0.759,78.64,86,94,10.71,GH,2022-04-14 03:38:56
554,Roma,43.2128,-75.4557,64.72,89,40,3.44,US,2022-04-14 03:38:57
555,Mega,4.05,38.3,60.55,87,58,4.54,ET,2022-04-14 03:38:57
556,Copiapo,-27.3667,-70.3333,55.09,68,0,0.98,CL,2022-04-14 03:38:57
557,Saint-Louis,16.3333,-15.0,71.24,37,0,11.3,SN,2022-04-14 03:38:58
558,Coahuayana,18.7333,-103.6833,71.91,88,82,0.18,MX,2022-04-14 03:37:32
559,West Bay,19.3667,-81.4167,80.67,86,20,5.75,KY,2022-04-14 03:38:59
560,Aquiraz,-3.9014,-38.3911,80.69,86,22,4.14,BR,2022-04-14 03:38:59
561,Micheweni,-4.9667,39.8333,79.14,83,84,5.97,TZ,2022-04-14 03:38:59
562,Alim,9.5649,122.4876,83.19,72,86,8.05,PH,2022-04-14 03:39:00
563,Edgewater,28.9889,-80.9023,72.01,80,88,13.98,US,2022-04-14 03:39:00
564,Kastamonu,41.5,33.6667,36.39,62,99,10.78,TR,2022-04-14 03:39:01
565,Zeya,53.75,127.2667,41.11,28,89,6.33,RU,2022-04-14 03:39:01
566,Maniitsoq,65.4167,-52.9,17.96,79,9,10.2,GL,2022-04-14 03:39:01
