City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
209,Buraydah,SA,26.326,43.975,73.85,27,36,11.61,scattered clouds
210,Qasigiannguit,GL,68.8193,-51.1922,17.85,71,100,7.74,overcast clouds
211,Scalea,IT,39.813,15.7956,59.41,63,100,17.36,overcast clouds
212,Nome,US,64.5011,-165.4064,38.16,56,0,5.75,clear sky
213,Kosh-Agach,RU,50.0,88.6667,35.69,46,91,4.88,overcast clouds
214,Quang Ngai,VN,15.1167,108.8,83.25,70,52,4.27,broken clouds
215,Ocos,GT,14.5094,-92.1933,82.58,69,0,3.62,clear sky
216,College,US,64.8569,-147.8028,44.55,36,20,4.61,few clouds
217,Cartagena Del Chaira,CO,1.3349,-74.8429,71.8,99,100,2.3,light rain
218,Hailar,CN,49.2,119.7,46.94,20,100,11.68,overcast clouds
219,Kavieng,PG,-2.5744,150.7967,84.52,73,100,13.04,light rain
220,Aktau,KZ,43.65,51.2,55.98,71,99,17.45,overcast clouds
221,Santiago De Cao,PE,-7.9589,-79.2392,64.53,94,40,9.22,mist
222,Skjervoy,NO,70.0311,20.9714,35.6,81,100,4.52,overcast clouds
223,Kodinsk,RU,58.6881,99.1844,32.4,66,100,1.07,overcast clouds
224,Nokaneng,BW,-19.6667,22.2667,57.16,77,4,5.41,clear sky
225,Minas Novas,BR,-17.2186,-42.5903,63.09,87,0,2.44,clear sky
226,Ulladulla,AU,-35.35,150.4667,60.89,79,100,7.81,overcast clouds
227,Shimoda,JP,34.6667,138.95,62.96,69,100,7.85,light rain
228,Hirara,JP,24.8,125.2833,80.87,74,75,17.27,broken clouds
229,Vikhorevka,RU,56.1201,101.1636,33.39,88,100,4.36,light snow
230,Schruns,AT,47.0709,9.9475,38.68,89,92,5.88,overcast clouds
231,Nettuno,IT,41.4826,12.679,61.7,70,100,11.74,overcast clouds
232,Vostok,RU,46.4856,135.8833,66.9,33,55,10.27,broken clouds
233,Ciudad Real,ES,39.0,-4.0,42.12,83,0,3.0,clear sky
234,Bandrele,YT,-12.9067,45.1914,80.35,89,75,14.97,light rain
235,Ilulissat,GL,69.2167,-51.1,17.62,45,100,10.36,overcast clouds
236,Ostrovnoy,RU,68.0531,39.5131,32.88,92,100,13.82,overcast clouds
237,Port Lincoln,AU,-34.7333,135.8667,63.61,55,98,8.46,overcast clouds
238,Cocobeach,GA,1.0002,9.5823,79.09,84,79,5.35,light rain
239,Sept-Iles,CA,50.2001,-66.3821,36.12,57,0,16.11,clear sky
240,Vila Velha,BR,-20.3297,-40.2925,73.94,83,0,3.44,clear sky
241,Geraldton,AU,-28.7667,114.6,82.81,23,100,20.71,overcast clouds
242,Westport,US,41.1415,-73.3579,48.56,59,0,5.75,clear sky
243,Katobu,ID,-4.9408,122.5276,88.34,55,100,2.46,overcast clouds
244,Walvis Bay,NA,-22.9575,14.5053,67.08,47,31,6.73,scattered clouds
245,Hobart,AU,-42.8794,147.3294,57.02,55,75,18.41,broken clouds
246,Langxiang,CN,46.95,128.8833,65.01,33,100,12.46,overcast clouds
247,Ancud,CL,-41.8697,-73.8203,54.23,88,100,19.71,light rain
248,Davila,PH,18.4726,120.5763,87.78,68,4,5.84,clear sky
249,Provideniya,RU,64.3833,-173.3,33.91,69,0,2.24,clear sky
250,Belogorsk,RU,50.9158,128.4611,46.92,40,100,11.92,overcast clouds
251,Yaan,NG,7.3833,8.5667,79.07,74,44,8.9,scattered clouds
252,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,82,75,12.73,broken clouds
253,Port-Gentil,GA,-0.7193,8.7815,81.45,80,100,12.86,overcast clouds
254,Port Blair,IN,11.6667,92.75,82.44,74,40,3.44,scattered clouds
255,Misratah,LY,32.3754,15.0925,68.13,44,100,25.26,overcast clouds
256,Katsuura,JP,35.1333,140.3,64.04,70,100,5.01,overcast clouds
257,Saskylakh,RU,71.9167,114.0833,11.66,93,100,5.88,overcast clouds
258,Novobirilyussy,RU,56.9514,90.6661,37.9,95,100,8.5,overcast clouds
259,Kununurra,AU,-15.7667,128.7333,93.18,26,61,12.66,broken clouds
260,Conceicao Da Barra,BR,-18.5933,-39.7322,70.38,92,22,4.18,few clouds
261,Ahuimanu,US,21.4447,-157.8378,78.51,78,100,19.57,light rain
262,Clarence Town,AU,-32.5833,151.7833,77.14,51,27,3.89,scattered clouds
263,Dakar,SN,14.6937,-17.4441,68.88,94,0,6.91,clear sky
264,Riyadh,SA,24.6877,46.7219,80.74,14,35,8.16,scattered clouds
265,Niksar,TR,40.5917,36.9517,48.74,77,1,5.1,clear sky
266,Victoria,HK,22.2855,114.1577,79.95,76,96,5.99,overcast clouds
267,Axim,GH,4.8699,-2.2405,79.09,89,92,7.4,moderate rain
268,Agirish,RU,61.9247,63.0231,17.06,56,71,11.25,broken clouds
269,Torit,SS,4.4133,32.5678,70.36,92,100,3.51,light rain
